/Volumes/pn-opus/Seedlings/Subject_Files/28/Toy pictures/IMG_0156.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/28_12_unique.txt, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Audio_Analysis/28_12_audio_sparse_code.csv, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Audio_Analysis/old_files/28_12_coderVL_audio_ready_for_check.csv, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Audio_Analysis/old_files/28_12_coderVL_audio_checkSD.xlsx, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Audio_Analysis/old_files/Thumbs.db, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Audio_Analysis/old_files/28_12_audiocount.txt, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Video_Analysis/28_12_video_sparse_code.csv, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Video_Analysis/old_files/28_12_videocount.txt, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Video_Analysis/old_files/28_12_coderEB_video_ready_for_check.csv, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Video_Analysis/old_files/28_12_coderEB_video_checkSD.xlsx, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Video_Analysis/old_files/Thumbs.db, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Analysis/Video_Analysis/old_files/28_12_video_sparse_code_2018-01-26.csv, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Video_Annotation/28_12_sparse_code.opf, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Video_Annotation/old_opfs/28_12_coderEB_final_2018-01-26.opf, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/28_12_Audio_Coding_Issues.docx, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/28_12_sparse_code.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/28_12_sparse_code_timestamp_error.csv, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-10-29-10-5-19.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-10-24-16-18-54.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-10-24-15-7-19.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-10-22-16-39-4.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-07-12.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-10-29-14-45-22.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-10-29-14-3-44.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_coderVL_final_2018-04-17.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-04-27.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-10-29-10-52-31.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/Home_Visit/Coding/Audio_Annotation/old_chas/28_12_sparse_code_2018-10-29-16-50-31.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Eyetracking/28_12_2etracking.mp4, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Eyetracking/DataSource2812.txt, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Eyetracking/28_12_etracking.mp4, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Eyetracking/Thumbs.db, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Eyetracking/28_12_etracking.MTS, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Eyetracking/28_12_2etracking.MTS, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/28_12_stimuli.xlsx, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/bib4.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/phone9.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/bear.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/puppy5.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/Thumbs.db, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/yogurt.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/monkey10.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/water.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Image_Stims/cheese.jpg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Audio_Stims/do_cheese.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Audio_Stims/do_water.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Audio_Stims/can_bear.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Audio_Stims/can_yogurt.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Audio_Stims/where_phone.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Audio_Stims/where_bib.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Audio_Stims/look_puppy.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_12/In-Lab_Visit/Stimuli/Audio_Stims/look_monkey.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_combined.veg, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_combined.veg.bak, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_usbaudio1.WAV, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_main1.MTS.sfk, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_parent1.mp4.sfk, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_up1.mp4, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_parent1.mp4, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_down1.mp4.sfk, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_main1.MTS, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_usbaudio1.sfk, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_down1.mp4, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_up1.mp4.sfk, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/Thumbs.db, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Video_Files/28_17_video.mp4, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Audio_Files/28_17_subregions.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Audio_Files/28_17.its, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Audio_Files/28_17_silences.txt, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Audio_Files/28_17.lena.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Audio_Files/28_17_silences_added.cha, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Audio_Files/28_17_lena5min.csv, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Processing/Audio_Files/28_17.wav, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Analysis/28_17_unique.txt, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Analysis/Audio_Analysis/28_17_audio_sparse_code.csv, Error
/Volumes/pn-opus/Seedlings/Subject_Files/28/28_17/Home_Visit/Analysis/Audio_Analysis/old_files/28_17_coderJH_audio_ready_for_check.csv, Error
