num_duplicates,ID,duplicates
2,22,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y08/Image_Stims/butterfly6.jpg
2,23,/Volumes/psych/BergelsonLab/LENA_Backup/lenamonth6_7_fiveminute/06_lena5min Folder/41_06_lena5min.csv
2,23,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/lena5min_06_07/41_06_lena5min.csv
2,24,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/29_09_coderHW_final_audio_processed.csv
2,24,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/29_09_coderHW_final_processed.csv
2,25,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/12_14_coderTE_processed.csv
2,25,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/12_14_coderTE_video_processed.csv
2,26,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/45_12_coderTE_final_audio_processed.csv
2,26,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/45_12_coderTE_final_processed.csv
3,27,/Volumes/psych/BergelsonLab/Eyetracking ebd files/VNA_july_5/library/audio/koss_about.wav
3,27,/Volumes/psych/BergelsonLab/Stimuli/VNA/audio/FINALS/koss_about.wav
3,27,/Volumes/psych/BergelsonLab/temp/ExpB folders/VNAfadein/library/audio/koss_about.wav
2,28,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/ckpt/lrt-nf-0-20160314_095349_004265.4T
2,28,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/ckpt/lrt-nf-0-20160314_095349_004265
2,29,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/fish4.jpg
2,29,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/fish4.jpg
2,30,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/cup3.jpg
2,30,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/cup3.jpg
2,31,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/tea4.jpg
2,31,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/tea4.jpg
2,32,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/goldfish2.jpg
2,32,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/goldfish2.jpg
2,33,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/25_08_coderAR_final_processed.csv
2,33,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/25_08_coderAR_final_video_processed.csv
4,34,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/library/audio/can_car.wav
4,34,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/Template/library/audio/can_car.wav
4,34,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/CategoriesHI/library/audio/can_car.wav
4,34,/Volumes/psych/BergelsonLab/Eyetracking ebd files/HI10_12_2018/AudioStimuli/CAR/can_car.wav
2,35,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/26_10_coderAR_final_processed.csv
2,35,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/26_10_coderAR_final_video_processed.csv
4,36,/Volumes/psych/BergelsonLab/Eyetracking ebd files/NVAfeb21/library/images/kitty.jpg
4,36,/Volumes/psych/BergelsonLab/Eyetracking ebd files/TwoImagesWithAudio/library/images/cat.jpg
4,36,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/kitty2.jpg
4,36,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/kitty2.jpg
2,37,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/duck10.jpg
2,37,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/duck10.jpg
2,38,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/ckpt/lss-20160314_095349_004265.1
2,38,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160314_095349_004265/ckpt/lss-20160314_095349_004265
2,39,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/43_08_coderAR_final_audio_processed.csv
2,39,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/43_08_coderAR_final_processed.csv
2,40,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/baby20.jpg
2,40,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/baby20.jpg
2,41,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/22_16_coderVL_final_audio_processed.csv
2,41,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/22_16_coderVL_final_processed.csv
2,42,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/kitty7.jpg
2,42,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/kitty7.jpg
2,43,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/42_16_coderSD_final_audio_processed.csv
2,43,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/42_16_coderSD_final_processed.csv
2,44,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y27/ball.jpg
2,44,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y27/Image_Stims/ball67.jpg
2,45,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/04_13_coderHW_final_processed.csv
2,45,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/04_13_coderHW_final_video_processed.csv
2,46,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160111_142301_003593/ckpt/pmvdr-20160111_142301_003593
2,46,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160111_142301_003593/ckpt/pmvdr-20160111_142301_003593.1
2,47,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/11_15_coderHW_processed.csv
2,47,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/11_15_coderHW_video_processed.csv
2,48,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/11_07_newclan_merged_audio_processed.csv
2,48,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/11_07_newclan_merged_processed.csv
2,49,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/snowleopard.jpg
2,49,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/snowleopard.jpg
2,50,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/keys2.jpg
2,50,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/keys2.jpg
2,51,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/28_14_coderTE_final_processed.csv
2,51,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/28_14_coderTE_final_video_processed.csv
2,52,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/bottle14.jpg
2,52,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/bottle14.jpg
2,53,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/alligator3.jpg
2,53,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/alligator3.jpg
2,54,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/ball15.jpg
2,54,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/ball15.jpg
3,55,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/cdi_R_bar/mcdi_word.csv
3,55,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/lda/wiki/mcdi_word.csv
3,55,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/lda/childes/mcdi_word.csv
2,56,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/car12.jpg
2,56,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/car12.jpg
2,57,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/orange.jpg
2,57,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/orange.jpg
2,58,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/owl5.jpg
2,58,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/owl5.jpg
2,59,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/29_12_coderJS_final_audio_processed.csv
2,59,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/29_12_coderJS_final_processed.csv
2,60,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/hotdog2.jpg
2,60,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/hotdog2.jpg
2,61,/Volumes/psych/BergelsonLab/Stimuli/YM/raw_images/Y05/Book.JPG
2,61,/Volumes/psych/BergelsonLab/Stimuli/YM/raw_images/Y05 copy_EB training/Book.JPG
3,62,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/maraca.jpg
3,62,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/maraca.jpg
3,62,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y24/Image_Stims/maraca.jpg
2,63,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/school.jpg
2,63,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/school.jpg
2,64,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/22_13_coderTE_final_audio_processed.csv
2,64,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/22_13_coderTE_final_processed.csv
2,65,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/19_08_coderDL_final_processed.csv
2,65,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/19_08_coderDL_final_video_processed.csv
2,66,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/car5.jpg
2,66,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/car5.jpg
2,67,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/12_16_coderSD_final_processed.csv
2,67,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/12_16_coderSD_final_video_processed.csv
2,68,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/basket3.jpg
2,68,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/basket3.jpg
2,69,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/chickens.jpg
2,69,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/chickens.jpg
2,70,/Volumes/psych/BergelsonLab/LENA_Backup/lenamonth6_7_fiveminute/06_lena5min Folder/33_06_lena5min.csv
2,70,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/lena5min_06_07/33_06_lena5min.csv
2,71,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/where_animalcracker.wav
2,71,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/where_animal+cracker.wav
2,72,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160111_142301_003593/ckpt/tv-init-1-20160111_142301_003593
2,72,/Volumes/psych/BergelsonLab/LENA_Backup/LENA/storage/dataproc/jobs/x20160111_142301_003593/ckpt/tv-init-1-20160111_142301_003593.4T
2,73,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/giraffe6.jpg
2,73,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/giraffe6.jpg
2,74,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/hat4.jpg
2,74,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/hat4.jpg
2,75,/Volumes/psych/BergelsonLab/Stimuli/VNA/videos/fades/xvds/clean.xvd
2,75,/Volumes/psych/BergelsonLab/temp/ExpB folders/VNAfadein/library/video/clean.xvd
2,76,/Volumes/psych/BergelsonLab/Stimuli/VNA/videos/kiss.avi
2,76,/Volumes/psych/BergelsonLab/Stimuli/VNA/videos/final_choices/kiss.avi
4,77,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/look_shoes.wav
4,77,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y34/Audio_Stims/look_shoes.wav
4,77,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y24/Audio_Stims/look_shoes.wav
4,77,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y22/Audio_Stims/look_shoes.wav
2,78,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/sweetpotato.jpg
2,78,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/sweetpotato.jpg
2,79,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/horsey4.jpg
2,79,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/horsey4.jpg
2,80,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/22_07_newclan_merged_audio_processed.csv
2,80,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/22_07_newclan_merged_processed.csv
2,81,/Volumes/psych/BergelsonLab/LENA_Backup/lenamonth6_7_fiveminute/06_lena5min Folder/26_06_lena5min.csv
2,81,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/lena5min_06_07/26_06_lena5min.csv
2,82,/Volumes/psych/BergelsonLab/Subject_Files/YM/YM9_4_18/YM9_4_18.res/y017/y017.ses
2,82,/Volumes/psych/BergelsonLab/Subject_Files/YM/YM7_26_18/YM7_26_18.res/y017/y017.ses
2,83,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y18/bear.jpg
2,83,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y18/Image_Stims/bear13.jpg
2,84,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/08_15_consensus_processed.csv
2,84,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/08_15_consensus_video_processed.csv
2,85,/Volumes/psych/BergelsonLab/Subject_Information/Etracking/CA/C26_etracking.mp4
2,85,/Volumes/psych/BergelsonLab/Subject_Information/Etracking/VNA/V07_etracking.mp4
3,86,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round2/input_orig/10_10_coderHW_final_CLedit.opf
3,86,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round1/input_orig/10_10_coderHW_final_CLedit.opf
3,86,/Volumes/psych/BergelsonLab/Scripts_and_Apps/pho_checks/video/chi_cv_checks_round3/input_orig/10_10_coderHW_final_CLedit.opf
3,87,/Volumes/psych/BergelsonLab/Subject_Information/HI_ELSSP/~$HI_ELSSP_SubjectInformation.xlsx
3,87,/Volumes/psych/BergelsonLab/Subject_Information/HI_OSU/~$NH Matches for HL Participants.xlsx
3,87,/Volumes/psych/BergelsonLab/Subject_Information/HI_OSU/~$LENA file for Duke 14Aug2018.xlsx
2,88,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y21/teddybear.jpg
2,88,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y21/Image_Stims/teddybear4.jpg
2,89,/Volumes/psych/BergelsonLab/Stimuli/YM/images_greybackground_960x960_150dpi/Y13/blocks.jpg
2,89,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y13/Image_Stims/blocks17.jpg
4,90,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/teeth.jpg
4,90,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/tooth.jpg
4,90,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/teeth.jpg
4,90,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/tooth.jpg
2,91,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/cup12.jpg
2,91,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/cup12.jpg
2,92,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/06_08_coderGC_final_processed.csv
2,92,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/06_08_coderGC_final_video_processed.csv
2,93,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/44_11_coderSM_final_audio_processed.csv
2,93,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/44_11_coderSM_final_processed.csv
2,94,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/23_12_coderTE_final_audio_processed.csv
2,94,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/23_12_coderTE_final_processed.csv
2,95,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/37_17_coderST_final_audio_processed.csv
2,95,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/37_17_coderST_final_processed.csv
2,96,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_video_old/30_13_coderSD_final_processed.csv
2,96,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_video/30_13_coderSD_final_video_processed.csv
2,97,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/umbrella2.jpg
2,97,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/umbrella2.jpg
4,98,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/look_puppy.wav
4,98,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y29/Audio_Stims/look_puppy.wav
4,98,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y16/Audio_Stims/look_puppy.wav
4,98,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y15/Audio_Stims/look_puppy.wav
2,99,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/swing.jpg
2,99,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/swing.jpg
2,100,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/audio_stimuli_stereo_rightsilent_72db/can_remote.wav
2,100,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y28/Audio_Stims/can_remote.wav
2,101,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/batch_basic_level_audio/08_06_newclan_merged_final_audio_processed.csv
2,101,/Volumes/psych/BergelsonLab/Scripts_and_Apps/old_aggregations/old_batch_basic_level/batch_basic_level_audio_old/08_06_newclan_merged_final_processed.csv
4,102,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/phone8.jpg
4,102,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/phone8.jpg
4,102,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y33/Image_Stims/phone8.jpg
4,102,/Volumes/psych/BergelsonLab/Subject_Files/YM/Y25/Image_Stims/phone8.jpg
2,103,/Volumes/psych/BergelsonLab/Scripts_and_Apps/VIP_data/image/tree2.jpg
2,103,/Volumes/psych/BergelsonLab/Stimuli/seedlings_stimuli/images_greybackground_960x960_150dpi/tree2.jpg
